Id,SalePrice
1461,113040.03901167761
1462,156818.344528803
1463,180423.68642869525
1464,194952.8602806043
1465,204793.73237635274
1466,170863.7183600168
1467,180198.425338404
1468,163089.2641799187
1469,197748.43611833878
1470,114781.08321090248
1471,192487.67122893437
1472,96720.58863500852
1473,96070.77903228397
1474,146859.31361077089
1475,109990.86299509744
1476,349714.1366340238
1477,255256.1340415042
1478,290751.7380155934
1479,293694.88774514326
1480,435524.7671428995
1481,331076.50792036526
1482,222718.23559557172
1483,182443.45334254578
1484,164311.43403611323
1485,199837.54058683265
1486,197677.85497526033
1487,317078.0121854456
1488,231474.74721903531
1489,194093.75974840805
1490,222028.4380282064
1491,198651.46711083394
1492,95288.00009822374
1493,191830.2406583275
1494,302191.33889918716
1495,296490.0547522525
1496,231371.43898886963
1497,181294.6415822468
1498,175829.05941449586
1499,165917.4934139277
1500,157943.96442597779
1501,175428.78349576937
1502,148681.2165760305
1503,268992.8370235314
1504,241543.12165866554
1505,223427.41706805004
1506,192151.27528465257
1507,241136.61825006153
1508,208424.72440690605
1509,164079.36717495095
1510,143532.32262539977
1511,155289.85405783815
1512,173332.7108777566
1513,150788.37005792008
1514,150358.79732598172
1515,202609.946535312
1516,160271.89437134762
1517,172027.51985989115
1518,130983.8051257113
1519,208381.861767708
1520,127914.13313342635
1521,129076.89649538625
1522,178939.92142254082
1523,111201.80295746286
1524,124605.32259375561
1525,120511.141635145
1526,116623.05904827337
1527,111473.46465352576
1528,137060.46056827804
1529,147830.6621954329
1530,177022.46615960088
1531,111057.87122600699
1532,97685.09329708968
1533,150219.72594173002
1534,124449.69740015993
1535,147065.2993662632
1536,109230.96047247823
1537,66867.69121592626
1538,150586.54437055
1539,211250.20797822098
1540,99506.51881195519
1541,141031.30291200694
1542,140733.9973001413
1543,183270.28772131394
1544,91616.10604403741
1545,118147.76467273911
1546,145167.12816049438
1547,128497.81028067246
1548,138696.84873715285
1549,121886.59964422282
1550,136238.39592783604
1551,105893.56611603424
1552,132386.59634673726
1553,141845.58304643267
1554,117736.92198442767
1555,168720.79730375318
1556,91940.61728228626
1557,111528.80135736159
1558,100824.95739769626
1559,65008.20738892225
1560,134316.18007554996
1561,128518.41044923355
1562,131457.38977667535
1563,116306.1483547224
1564,160127.81161675142
1565,149683.62029383105
1566,238374.2296078635
1567,77597.80627093546
1568,237945.35090285313
1569,126009.83297913017
1570,145944.11551112725
1571,131021.32686591819
1572,140244.00302000117
1573,232208.98056134328
1574,128570.49046898368
1575,216897.20797457546
1576,249456.7471046784
1577,179025.7752102332
1578,146336.6917386864
1579,144362.46054275997
1580,196349.58834273482
1581,154352.06795335095
1582,124179.06351921686
1583,281392.6790760389
1584,214969.83392380434
1585,137952.4977879744
1586,68585.92916002443
1587,103825.80300562712
1588,147991.88387833975
1589,97787.245545645
1590,136224.03437432117
1591,92668.47601378686
1592,113532.21869521854
1593,123105.45237622866
1594,119440.98069947607
1595,111514.94302795669
1596,220379.7657272831
1597,192419.96079505412
1598,236686.63951758432
1599,170723.78236098101
1600,168865.78704936607
1601,66294.09167811081
1602,110509.39281368238
1603,70464.67616529616
1604,245185.77505003128
1605,249612.47233021463
1606,175001.3430720194
1607,183881.6592374128
1608,218275.60908813248
1609,184160.72686526278
1610,153102.98397506797
1611,145435.76650694563
1612,175081.0197188746
1613,162911.81178391227
1614,121298.22339753299
1615,92431.78695639054
1616,80379.1790906667
1617,94650.66448971457
1618,126409.68190103865
1619,140968.77295757987
1620,161956.87888127772
1621,142035.67036433407
1622,144448.5430822263
1623,270075.7896116438
1624,218620.5632056128
1625,115492.21424316737
1626,174221.48442036458
1627,188569.88905420256
1628,278060.7098618205
1629,190731.81495949108
1630,343627.24748946214
1631,235560.08115411256
1632,256044.74478971938
1633,178471.96090979164
1634,188279.3207131345
1635,181019.187229296
1636,157715.68787902535
1637,192767.45860921784
1638,188381.66012151487
1639,188453.5049613364
1640,257347.26221668464
1641,187252.7683234245
1642,241113.3007659073
1643,216285.37908612954
1644,235425.2153797925
1645,191293.7128632356
1646,161492.18805857364
1647,158170.94215091335
1648,126553.98922546244
1649,140646.31062579056
1650,109808.58173154782
1651,119170.56820571994
1652,99512.85447199877
1653,101967.60538537496
1654,143963.22782954757
1655,136321.08359386498
1656,143479.1506304231
1657,148194.98718597868
1658,146605.41418330942
1659,114041.13839295437
1660,157816.1063223861
1661,410107.44462049956
1662,382312.8505198421
1663,362107.9526906626
1664,458690.83249066136
1665,295864.1692393105
1666,327572.2779821818
1667,369169.50630678714
1668,329134.29469466174
1669,309028.10889496666
1670,336687.8850805821
1671,265328.65281300794
1672,393709.09737207793
1673,294640.57408961945
1674,246315.92341218085
1675,207599.50539807134
1676,205010.38192529796
1677,227069.02180174732
1678,419624.3951802574
1679,366144.22814482276
1680,323540.3396798594
1681,246169.37380751595
1682,313174.9035752363
1683,192270.4438500037
1684,178980.37401842722
1685,180775.4851655301
1686,173404.16645437013
1687,182162.39705567298
1688,192940.68007674866
1689,197255.34107493382
1690,202317.76291198863
1691,190939.98209564178
1692,263232.4098588109
1693,178525.18962926976
1694,183549.5837239956
1695,169883.31628138336
1696,264100.75529423193
1697,172504.01832331755
1698,339388.9141445577
1699,322383.69268530165
1700,254326.16562485456
1701,279585.41691257694
1702,236676.0421407219
1703,238724.39226820905
1704,277190.22522526514
1705,243184.96626090896
1706,379216.0222667702
1707,210877.24021593152
1708,198387.14100349566
1709,260824.08444331438
1710,219294.8411827984
1711,270359.3751302251
1712,253351.48340557836
1713,261413.77278777564
1714,223146.0853834697
1715,211065.7462880014
1716,178836.07319637237
1717,175621.8535032056
1718,137983.38778630295
1719,207270.5171259588
1720,237185.26338088943
1721,157550.31290082692
1722,124632.4649885279
1723,153043.89092225628
1724,204136.45629847576
1725,236968.8757301524
1726,187008.93382311286
1727,159246.64163721184
1728,181138.30263710613
1729,170543.9770896643
1730,153001.12103086206
1731,127861.39923985068
1732,120680.64607998337
1733,108318.90779740404
1734,119044.66869492523
1735,127065.45400772031
1736,111730.63070277582
1737,276159.17792202515
1738,260595.23402527827
1739,228106.11095477187
1740,207237.47545123353
1741,183364.3895912177
1742,175312.63813964717
1743,183592.62071920358
1744,301484.63948977535
1745,219509.26957312616
1746,200761.61882853488
1747,217533.73592293367
1748,211737.10612110564
1749,150788.1327902127
1750,130026.09939010993
1751,253208.71082681362
1752,114688.49954134533
1753,147321.79088752123
1754,190819.8969773542
1755,172221.13366426353
1756,123971.33149905027
1757,119007.977144851
1758,147369.14735160212
1759,170166.7464439596
1760,159760.2439819071
1761,146186.52271391268
1762,176062.74697030944
1763,194548.1827189322
1764,116761.23383336766
1765,155585.9406079919
1766,183800.0387931804
1767,219510.72238784374
1768,136218.1797105376
1769,176122.78810898375
1770,154070.51657937147
1771,127711.25437428795
1772,139286.08741978806
1773,123843.44050272758
1774,147765.30442539245
1775,141871.54573123666
1776,130759.45960798327
1777,105153.3714815112
1778,140640.20888679117
1779,117797.90298094146
1780,176477.3968127683
1781,128292.76026763613
1782,85518.06618334344
1783,142318.31830544194
1784,103075.97695088529
1785,124232.67174379968
1786,143707.9179424646
1787,173044.0743057163
1788,60646.60318162853
1789,104477.9841968636
1790,79253.83184977231
1791,175113.92348702461
1792,153508.85723027345
1793,133768.5845616131
1794,160961.31902558365
1795,136376.4776714213
1796,136864.16804999948
1797,114099.18798021304
1798,122849.64742444696
1799,107965.60616416157
